method,method_label,direction,seed,run_name,error_type,rank_within_type,score,target_far,selected_threshold,empirical_far,tar_at_far,is_error_at_threshold,probe_index,gallery_index,same_class,split_file,scores_path,probe_path,probe_dataset,probe_session,probe_hand,probe_subject_id,probe_palm_id,probe_class_id,probe_sample_id,gallery_path,gallery_dataset,gallery_session,gallery_hand,gallery_subject_id,gallery_palm_id,gallery_class_id,gallery_sample_id
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,5,0.44542455673217773,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,828,957,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/03879.bmp,Tongji,session1,none,388,Tongji_00388,847,Tongji_session1_none_03879,data/segmented/Tongji/session2/04638.bmp,Tongji,session2,none,464,Tongji_00464,923,Tongji_session2_none_04638
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,6,0.4424325227737427,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,821,957,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/03872.bmp,Tongji,session1,none,388,Tongji_00388,847,Tongji_session1_none_03872,data/segmented/Tongji/session2/04638.bmp,Tongji,session2,none,464,Tongji_00464,923,Tongji_session2_none_04638
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,7,0.4409337341785431,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,1061,392,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/05062.bmp,Tongji,session1,none,507,Tongji_00507,966,Tongji_session1_none_05062,data/segmented/Tongji/session2/01603.bmp,Tongji,session2,none,161,Tongji_00161,620,Tongji_session2_none_01603
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,8,0.44088977575302124,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,1066,391,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/05067.bmp,Tongji,session1,none,507,Tongji_00507,966,Tongji_session1_none_05067,data/segmented/Tongji/session2/01602.bmp,Tongji,session2,none,161,Tongji_00161,620,Tongji_session2_none_01602
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,9,0.43701043725013733,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,49,1183,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/00270.bmp,Tongji,session1,none,27,Tongji_00027,486,Tongji_session1_none_00270,data/segmented/Tongji/session2/05824.bmp,Tongji,session2,none,583,Tongji_00583,1042,Tongji_session2_none_05824
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,10,0.4354044497013092,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,822,53,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/03873.bmp,Tongji,session1,none,388,Tongji_00388,847,Tongji_session1_none_03873,data/segmented/Tongji/session2/00354.bmp,Tongji,session2,none,36,Tongji_00036,495,Tongji_session2_none_00354
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,11,0.4350805878639221,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,1065,391,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/05066.bmp,Tongji,session1,none,507,Tongji_00507,966,Tongji_session1_none_05066,data/segmented/Tongji/session2/01602.bmp,Tongji,session2,none,161,Tongji_00161,620,Tongji_session2_none_01602
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,12,0.43185409903526306,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,1063,391,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/05064.bmp,Tongji,session1,none,507,Tongji_00507,966,Tongji_session1_none_05064,data/segmented/Tongji/session2/01602.bmp,Tongji,session2,none,161,Tongji_00161,620,Tongji_session2_none_01602
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,13,0.4275958836078644,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,401,720,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/01622.bmp,Tongji,session1,none,163,Tongji_00163,622,Tongji_session1_none_01622,data/segmented/Tongji/session2/03261.bmp,Tongji,session2,none,327,Tongji_00327,786,Tongji_session2_none_03261
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,14,0.41913333535194397,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,1064,391,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/05065.bmp,Tongji,session1,none,507,Tongji_00507,966,Tongji_session1_none_05065,data/segmented/Tongji/session2/01602.bmp,Tongji,session2,none,161,Tongji_00161,620,Tongji_session2_none_01602
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,15,0.4178045392036438,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,178,7,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/01009.bmp,Tongji,session1,none,101,Tongji_00101,560,Tongji_session1_none_01009,data/segmented/Tongji/session2/00068.bmp,Tongji,session2,none,7,Tongji_00007,466,Tongji_session2_none_00068
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,16,0.4136107265949249,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,642,266,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/02853.bmp,Tongji,session1,none,286,Tongji_00286,745,Tongji_session1_none_02853,data/segmented/Tongji/session2/01277.bmp,Tongji,session2,none,128,Tongji_00128,587,Tongji_session2_none_01277
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,17,0.4085441529750824,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,823,957,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/03874.bmp,Tongji,session1,none,388,Tongji_00388,847,Tongji_session1_none_03874,data/segmented/Tongji/session2/04638.bmp,Tongji,session2,none,464,Tongji_00464,923,Tongji_session2_none_04638
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,18,0.40341660380363464,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,174,592,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/01005.bmp,Tongji,session1,none,101,Tongji_00101,560,Tongji_session1_none_01005,data/segmented/Tongji/session2/02723.bmp,Tongji,session2,none,273,Tongji_00273,732,Tongji_session2_none_02723
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,19,0.3993431329727173,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,227,841,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/01118.bmp,Tongji,session1,none,112,Tongji_00112,571,Tongji_session1_none_01118,data/segmented/Tongji/session2/03992.bmp,Tongji,session2,none,400,Tongji_00400,859,Tongji_session2_none_03992
B1,ResNet18 + CE + SupCon,S2->S1,2705,b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705,rank1_misidentification,20,0.3966429531574249,0.001,0.4056186079978943,0.0009978991596638655,0.8053333333333333,NA,820,957,False,data/splits/tongji_subject_disjoint_s2_to_s1_seed2705.json,experiments/b1_resnet18_ce_supcon_tongji_subject_disjoint_s2s1_seed2705/scores.csv,data/segmented/Tongji/session1/03871.bmp,Tongji,session1,none,388,Tongji_00388,847,Tongji_session1_none_03871,data/segmented/Tongji/session2/04638.bmp,Tongji,session2,none,464,Tongji_00464,923,Tongji_session2_none_04638
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,1,0.6228674054145813,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,33,702,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00164.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00164,data/segmented/Tongji/session1/03083.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03083
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,2,0.6010890007019043,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,323,143,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01254.bmp,Tongji,session2,none,126,Tongji_00126,585,Tongji_session2_none_01254,data/segmented/Tongji/session1/00554.bmp,Tongji,session1,none,56,Tongji_00056,515,Tongji_session1_none_00554
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,3,0.5899073481559753,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,33,705,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00164.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00164,data/segmented/Tongji/session1/03086.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03086
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,4,0.5744396448135376,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,30,705,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00161.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00161,data/segmented/Tongji/session1/03086.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03086
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,5,0.5733962059020996,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,30,702,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00161.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00161,data/segmented/Tongji/session1/03083.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03083
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,6,0.5707780718803406,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,51,69,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00192.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00192,data/segmented/Tongji/session1/00220.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00220
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,7,0.5690682530403137,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,325,143,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01256.bmp,Tongji,session2,none,126,Tongji_00126,585,Tongji_session2_none_01256,data/segmented/Tongji/session1/00554.bmp,Tongji,session1,none,56,Tongji_00056,515,Tongji_session1_none_00554
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,8,0.5556498169898987,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,51,64,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00192.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00192,data/segmented/Tongji/session1/00215.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00215
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,9,0.5549278259277344,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,55,64,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00196.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00196,data/segmented/Tongji/session1/00215.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00215
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,10,0.5528125762939453,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,37,702,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00168.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00168,data/segmented/Tongji/session1/03083.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03083
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,11,0.5513888001441956,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,55,63,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00196.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00196,data/segmented/Tongji/session1/00214.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00214
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,12,0.551298975944519,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,54,69,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00195.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00195,data/segmented/Tongji/session1/00220.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00220
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,13,0.5508652925491333,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,322,143,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01253.bmp,Tongji,session2,none,126,Tongji_00126,585,Tongji_session2_none_01253,data/segmented/Tongji/session1/00554.bmp,Tongji,session1,none,56,Tongji_00056,515,Tongji_session1_none_00554
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,14,0.5503199696540833,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,38,702,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00169.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00169,data/segmented/Tongji/session1/03083.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03083
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,15,0.5496237874031067,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,708,38,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/03089.bmp,Tongji,session2,none,309,Tongji_00309,768,Tongji_session2_none_03089,data/segmented/Tongji/session1/00169.bmp,Tongji,session1,none,17,Tongji_00017,476,Tongji_session1_none_00169
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,16,0.5486420392990112,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,323,142,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01254.bmp,Tongji,session2,none,126,Tongji_00126,585,Tongji_session2_none_01254,data/segmented/Tongji/session1/00553.bmp,Tongji,session1,none,56,Tongji_00056,515,Tongji_session1_none_00553
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,17,0.5475858449935913,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,52,60,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00193.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00193,data/segmented/Tongji/session1/00211.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00211
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,18,0.5466364026069641,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,50,69,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00191.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00191,data/segmented/Tongji/session1/00220.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00220
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,19,0.5464540719985962,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,54,64,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00195.bmp,Tongji,session2,none,20,Tongji_00020,479,Tongji_session2_none_00195,data/segmented/Tongji/session1/00215.bmp,Tongji,session1,none,22,Tongji_00022,481,Tongji_session1_none_00215
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_accept_top_score,20,0.544121265411377,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,32,702,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/00163.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00163,data/segmented/Tongji/session1/03083.bmp,Tongji,session1,none,309,Tongji_00309,768,Tongji_session1_none_03083
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,1,-0.0922721922397613,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,388,381,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01629.bmp,Tongji,session2,none,163,Tongji_00163,622,Tongji_session2_none_01629,data/segmented/Tongji/session1/01622.bmp,Tongji,session1,none,163,Tongji_00163,622,Tongji_session1_none_01622
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,2,-0.0919178500771522,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,388,384,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01629.bmp,Tongji,session2,none,163,Tongji_00163,622,Tongji_session2_none_01629,data/segmented/Tongji/session1/01625.bmp,Tongji,session1,none,163,Tongji_00163,622,Tongji_session1_none_01625
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,3,-0.0802085772156715,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,490,497,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/02121.bmp,Tongji,session2,none,213,Tongji_00213,672,Tongji_session2_none_02121,data/segmented/Tongji/session1/02128.bmp,Tongji,session1,none,213,Tongji_00213,672,Tongji_session1_none_02128
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,4,-0.0779026746749877,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,388,383,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/01629.bmp,Tongji,session2,none,163,Tongji_00163,622,Tongji_session2_none_01629,data/segmented/Tongji/session1/01624.bmp,Tongji,session1,none,163,Tongji_00163,622,Tongji_session1_none_01624
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,5,-0.0508543103933334,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,992,996,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/04423.bmp,Tongji,session2,none,443,Tongji_00443,902,Tongji_session2_none_04423,data/segmented/Tongji/session1/04427.bmp,Tongji,session1,none,443,Tongji_00443,902,Tongji_session1_none_04427
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,6,-0.0373368151485919,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,992,999,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/04423.bmp,Tongji,session2,none,443,Tongji_00443,902,Tongji_session2_none_04423,data/segmented/Tongji/session1/04430.bmp,Tongji,session1,none,443,Tongji_00443,902,Tongji_session1_none_04430
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,7,-0.0243102889508008,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,992,992,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/04423.bmp,Tongji,session2,none,443,Tongji_00443,902,Tongji_session2_none_04423,data/segmented/Tongji/session1/04423.bmp,Tongji,session1,none,443,Tongji_00443,902,Tongji_session1_none_04423
B5,ResNet18 + BNNeck + CE,S1->S2,42,b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42,false_reject_low_score,8,-0.0213028546422719,0.001,0.4066219627857208,0.0009992997198879552,0.71575,True,990,996,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed42.json,experiments/b5_resnet18_bnneck_ce_tongji_subject_disjoint_s1s2_seed42/scores.csv,data/segmented/Tongji/session2/04421.bmp,Tongji,session2,none,443,Tongji_00443,902,Tongji_session2_none_04421,data/segmented/Tongji/session1/04427.bmp,Tongji,session1,none,443,Tongji_00443,902,Tongji_session1_none_04427
